0.00	0.50	0.00	0.49	0.00	0.48	0.00	0.47	0.00	0.46	0.00	0.78	0.00	0.44	0.00
0.00	0.50	0.00	0.53	0.97	0.54	1.00	0.57	0.00	0.49	0.97	0.54	0.98	0.57	0.97
0.00	0.50	0.00	0.55	0.00	0.56	0.00	0.61	0.99	0.55	0.97	0.60	0.96	0.62	0.95
0.00	0.50	0.00	0.58	1.00	0.58	0.97	0.67	0.96	0.61	0.96	0.69	0.92	0.73	0.91
0.00	0.50	0.00	0.29	0.00	0.88	0.94	0.59	0.00	0.45	0.97	0.74	0.83	0.42	0.00
0.00	0.50	0.00	0.64	0.00	0.51	0.00	0.54	0.00	0.52	0.99	0.67	0.00	0.53	0.00
0.00	0.50	0.00	0.84	0.91	0.90	0.72	0.00	0.60	0.90	0.28	0.00	0.10	0.89	0.00
0.00	0.50	0.00	0.52	0.00	0.59	0.00	0.63	0.00	0.63	0.00	0.64	0.00	0.69	0.00
0.00	0.50	0.98	0.54	0.98	0.60	0.98	0.64	0.99	0.68	0.96	0.73	0.93	0.76	0.91
0.00	0.50	0.00	0.53	0.00	0.55	0.00	0.60	0.00	0.64	0.00	0.67	0.00	0.69	0.97
0.00	0.50	0.00	0.52	0.00	0.56	0.00	0.58	0.00	0.64	0.99	0.65	0.96	0.69	0.96
0.00	0.50	0.00	0.62	0.00	0.74	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.50	0.00	0.47	0.00	0.81	0.00	0.55	0.00	0.60	0.00	0.00	0.00	0.30	0.00
0.00	0.50	0.96	0.54	0.96	0.58	0.95	0.62	0.92	0.68	0.89	0.71	0.85	0.73	0.85
0.00	0.50	0.87	0.49	0.83	0.47	0.90	0.51	0.93	0.51	0.82	0.54	0.86	0.54	0.87
0.00	0.50	0.84	0.52	0.88	0.45	0.89	0.06	0.83	0.48	0.82	0.51	0.83	0.43	0.86
0.00	0.50	0.79	0.49	0.70	0.50	0.69	0.56	0.70	0.47	0.78	0.57	0.73	0.54	0.76
0.00	0.50	0.94	0.39	0.00	0.68	0.91	0.60	0.93	0.53	0.95	0.48	0.93	0.63	0.89
0.00	0.50	0.85	0.38	0.82	0.52	0.73	0.69	0.83	0.59	0.75	0.63	0.79	0.38	0.75
0.00	0.50	0.65	0.57	0.73	0.58	0.76	0.50	0.76	0.60	0.76	0.42	0.74	0.48	0.78
0.00	0.50	0.95	0.58	0.90	0.69	0.86	0.75	0.80	0.86	0.72	0.91	0.62	0.94	0.53
0.00	0.50	0.99	0.60	0.91	0.73	0.86	0.79	0.74	0.92	0.66	0.96	0.55	0.97	0.43
0.00	0.50	0.87	0.52	0.90	0.51	0.89	0.06	0.83	0.55	0.84	0.66	0.88	0.54	0.87
0.00	0.50	0.00	0.51	0.98	0.48	0.00	0.48	0.00	0.47	1.00	0.46	1.00	0.45	0.00
0.00	0.50	0.98	0.44	0.82	0.44	0.98	0.41	0.99	0.54	0.96	0.49	0.92	0.38	0.00
0.00	0.50	0.97	0.25	0.00	0.48	0.99	0.06	0.95	0.83	0.00	0.45	0.00	0.44	0.00
0.00	0.50	1.00	0.50	0.92	0.44	0.94	0.42	1.00	0.47	0.98	0.46	0.93	0.51	0.94
0.00	0.50	0.00	0.21	1.00	0.13	0.95	0.01	0.00	0.32	0.00	0.38	0.81	0.07	0.00
0.00	0.50	0.93	0.60	0.90	0.71	0.84	0.78	0.77	0.85	0.68	0.91	0.60	0.93	0.48
0.00	0.50	0.00	0.62	0.96	0.76	0.89	0.86	0.74	0.92	0.64	0.96	0.55	0.94	0.39
0.00	0.50	0.61	0.45	0.67	0.54	0.60	0.60	0.62	0.55	0.70	0.06	0.65	0.48	0.65
0.00	0.50	0.99	0.50	0.94	0.52	0.93	0.52	0.90	0.50	0.85	0.52	0.90	0.54	0.89
0.00	0.50	0.93	0.46	0.00	0.49	0.00	0.47	0.94	0.50	0.92	0.47	0.00	0.46	0.00
0.00	0.50	0.00	0.04	0.00	0.88	0.75	0.47	0.81	0.50	0.00	0.50	0.73	0.54	0.81
0.00	0.50	0.72	0.52	0.79	0.45	0.70	0.50	0.67	0.47	0.74	0.50	0.65	0.55	0.77
0.00	0.50	0.98	0.53	0.97	0.57	0.95	0.60	0.92	0.25	0.95	0.81	0.89	0.67	0.86
0.00	0.50	0.98	0.55	0.00	0.49	0.99	0.51	0.98	0.45	0.99	0.49	0.99	0.48	0.00
0.00	0.50	0.98	0.50	0.00	0.50	0.99	0.50	0.99	0.49	1.00	0.48	0.00	0.49	0.00
0.00	0.50	0.82	0.51	0.67	0.49	0.76	0.52	0.60	0.56	0.72	0.52	0.61	0.52	0.65
0.00	0.50	0.67	0.60	0.73	0.62	0.70	0.60	0.73	0.72	0.65	0.80	0.56	0.78	0.50
0.00	0.50	0.95	0.69	0.96	0.69	0.87	0.84	0.73	0.89	0.60	0.94	0.49	0.93	0.40
0.00	0.50	0.63	0.45	0.77	0.50	0.67	0.43	0.68	0.56	0.78	0.51	0.86	0.54	0.85
0.00	0.50	0.00	0.31	0.82	0.65	0.82	0.38	0.93	0.59	0.00	0.36	0.76	0.50	0.81
0.00	0.50	0.98	0.05	0.97	0.49	0.97	0.51	0.98	0.49	0.98	0.50	0.98	0.48	0.98
0.00	0.50	0.66	0.45	0.62	0.45	0.60	0.47	0.54	0.47	0.05	0.48	0.51	0.49	0.50
0.00	0.50	0.63	0.58	0.73	0.63	0.60	0.62	0.54	0.60	0.51	0.57	0.49	0.55	0.48
0.00	0.50	0.00	0.49	0.00	0.49	0.00	0.47	0.98	0.49	0.99	0.48	0.99	0.54	0.00
0.00	0.50	0.95	0.49	0.00	0.54	0.00	0.51	0.97	0.50	0.97	0.49	0.00	0.50	0.00
0.00	0.50	0.80	0.52	0.82	0.53	0.85	0.53	0.85	0.50	0.82	0.50	0.90	0.50	0.87
0.00	0.50	0.97	0.64	0.86	0.84	0.74	0.91	0.51	0.95	0.38	0.92	0.26	0.78	0.12
0.00	0.50	0.86	0.49	0.90	0.51	0.90	0.06	0.90	0.51	0.89	0.50	0.92	0.52	0.93
0.00	0.50	0.74	0.61	0.71	0.67	0.63	0.74	0.51	0.75	0.49	0.77	0.33	0.66	0.29
0.00	0.50	0.97	0.69	0.74	0.82	0.61	0.89	0.22	0.82	0.13	0.70	0.12	0.50	0.19
0.00	0.50	0.93	0.05	0.91	0.47	0.89	0.48	0.92	0.55	0.93	0.56	0.94	0.47	0.89
0.00	0.50	0.93	0.70	0.69	0.88	0.54	0.99	0.29	0.94	0.12	0.75	0.03	0.55	0.07
0.00	0.50	0.00	0.77	0.81	0.00	0.51	0.00	0.25	0.96	0.09	0.79	0.00	0.56	0.02
0.00	0.50	0.72	0.72	0.77	0.95	0.39	0.00	0.33	0.94	0.00	0.67	0.00	0.44	0.00
0.00	0.50	0.00	0.50	0.00	0.50	0.75	0.75	0.88	0.50	0.96	0.56	0.95	0.57	0.93
0.00	0.50	0.00	0.50	0.00	0.50	0.83	0.56	0.00	0.44	0.94	0.44	0.00	0.39	0.89
0.00	0.50	0.00	0.73	0.00	0.27	0.00	0.55	0.00	0.45	0.00	0.50	0.00	0.36	0.00
0.00	0.50	0.00	0.56	0.00	0.62	0.00	0.71	0.00	0.53	0.00	0.62	0.00	0.56	0.00
0.00	0.50	0.96	0.65	0.92	0.42	0.85	0.63	0.94	0.46	0.96	0.52	0.92	0.56	0.85
0.00	0.50	0.00	0.46	0.00	0.44	1.00	0.35	0.00	0.33	0.98	0.33	0.93	0.26	0.96
0.00	0.50	0.00	0.62	1.00	0.50	0.90	0.35	0.95	0.38	0.85	0.38	0.87	0.35	0.86
0.00	0.50	0.96	0.40	0.98	0.41	0.94	0.39	0.91	0.36	0.90	0.36	0.85	0.25	0.82
0.00	0.50	0.92	0.72	0.75	0.88	0.55	0.97	0.31	0.94	0.14	0.81	0.03	0.60	0.07
0.00	0.50	0.00	0.82	0.00	0.00	0.89	0.00	0.33	0.00	0.00	0.00	0.50	0.00	0.00
0.00	0.50	0.00	0.53	0.00	0.57	0.00	0.61	0.00	0.44	0.00	0.70	0.00	0.74	0.00
0.00	0.50	0.82	0.46	0.79	0.43	0.43	0.39	0.65	0.52	0.69	0.37	0.64	0.34	0.52
0.00	0.50	0.00	0.53	1.00	0.55	0.98	0.57	0.98	0.37	0.83	0.77	0.90	0.63	0.87
0.00	0.50	0.97	0.50	0.80	0.72	0.96	0.30	0.97	0.58	0.98	0.55	1.00	0.54	0.96
0.00	0.50	0.00	0.62	0.00	0.11	0.00	0.45	0.00	0.58	0.00	0.64	0.99	0.47	0.00
0.00	0.50	0.90	0.69	0.90	0.42	0.00	0.46	0.99	0.46	0.85	0.60	1.00	0.51	0.99
0.00	0.50	0.00	0.36	0.00	0.37	0.97	0.32	0.00	0.35	0.96	0.25	0.95	0.28	0.88
0.00	0.50	0.00	0.55	0.98	0.45	0.89	0.50	0.00	0.50	0.98	0.50	0.00	0.52	0.95
0.00	0.50	0.96	0.46	0.99	0.59	0.91	0.54	0.96	0.49	0.99	0.41	0.99	0.57	0.97
0.00	0.50	0.74	0.45	0.92	0.51	0.92	0.51	0.84	0.47	0.84	0.50	0.90	0.53	0.89
0.00	0.50	0.00	0.73	0.00	0.77	0.91	0.82	0.00	0.45	0.00	0.50	0.91	0.27	0.82
0.00	0.50	0.73	0.55	0.82	0.55	0.64	0.59	0.82	0.50	0.68	0.45	0.73	0.45	0.74
0.00	0.50	0.00	0.57	0.00	0.86	0.00	0.86	0.00	0.43	0.93	0.43	0.00	0.51	0.00
0.00	0.50	0.94	0.73	0.77	0.91	0.55	0.98	0.31	0.94	0.13	0.79	0.04	0.58	0.09
0.00	0.50	0.96	0.52	0.95	0.58	0.93	0.60	0.92	0.68	0.90	0.70	0.88	0.70	0.83
0.00	0.50	0.97	0.57	0.97	0.63	0.93	0.69	0.90	0.74	0.86	0.80	0.83	0.88	0.75
0.00	0.50	0.90	0.57	0.87	0.62	0.82	0.60	0.68	0.73	0.72	0.73	0.63	0.79	0.63
0.00	0.50	0.99	0.57	0.97	0.60	0.94	0.66	0.95	0.66	0.93	0.73	0.86	0.76	0.85
0.00	0.50	0.96	0.58	0.93	0.65	0.86	0.68	0.85	0.78	0.79	0.81	0.72	0.87	0.66
0.00	0.50	0.94	0.69	0.83	0.85	0.65	0.94	0.47	0.95	0.30	0.90	0.18	0.78	0.09
0.00	0.50	0.87	0.31	0.90	0.55	0.89	0.58	0.78	0.53	0.00	0.61	0.86	0.64	0.84
0.00	0.50	0.97	0.50	0.99	0.50	0.99	0.50	0.98	0.51	0.97	0.52	0.99	0.52	0.99
0.00	0.50	0.75	0.42	0.86	0.51	0.86	0.05	0.84	0.51	0.67	0.53	0.85	0.52	0.84
0.00	0.50	0.88	0.46	0.00	0.35	0.00	0.07	0.90	0.53	0.73	0.29	0.00	0.44	0.00
0.00	0.50	0.79	0.48	0.88	0.47	0.81	0.49	0.77	0.52	0.81	0.55	0.80	0.49	0.81
0.00	0.50	0.81	0.55	0.85	0.47	0.85	0.51	0.87	0.50	0.86	0.58	0.86	0.50	0.90
0.00	0.50	0.94	0.50	0.95	0.49	0.97	0.49	0.95	0.44	0.90	0.45	0.94	0.51	0.95
0.00	0.50	0.94	0.51	0.96	0.51	0.96	0.51	0.95	0.45	0.95	0.46	0.97	0.49	0.97
0.00	0.50	0.91	0.06	0.93	0.50	0.90	0.50	0.90	0.48	0.94	0.50	0.93	0.47	0.93
0.00	0.50	0.75	0.51	0.72	0.45	0.75	0.48	0.75	0.55	0.72	0.53	0.78	0.44	0.76
0.00	0.50	0.00	0.75	0.00	0.63	0.63	0.00	0.58	0.96	0.43	0.90	0.33	0.80	0.28
0.00	0.50	0.94	0.69	0.82	0.85	0.66	0.93	0.48	0.95	0.29	0.90	0.15	0.76	0.09
0.00	0.50	0.94	0.72	0.80	0.89	0.60	0.97	0.38	0.96	0.19	0.86	0.07	0.67	0.04
0.00	0.50	0.66	0.51	0.58	0.61	0.57	0.87	0.37	0.96	0.45	0.60	0.19	0.63	0.03
0.00	0.50	0.92	0.70	0.77	0.89	0.56	0.95	0.33	0.92	0.15	0.80	0.07	0.61	0.08
0.00	0.50	0.81	0.48	0.80	0.50	0.80	0.46	0.82	0.50	0.81	0.46	0.84	0.54	0.81
0.00	0.50	0.87	0.49	0.85	0.52	0.86	0.58	0.90	0.54	0.91	0.72	0.82	0.50	0.85
0.00	0.50	0.81	0.59	0.89	0.51	0.89	0.51	0.83	0.45	0.89	0.54	0.87	0.53	0.86
0.00	0.50	0.84	0.53	0.92	0.05	0.92	0.50	0.92	0.55	0.88	0.52	0.91	0.50	0.90
0.00	0.50	0.75	0.50	0.69	0.55	0.75	0.53	0.73	0.48	0.68	0.44	0.73	0.52	0.75
0.00	0.50	0.90	0.55	0.89	0.60	0.86	0.64	0.85	0.71	0.83	0.75	0.79	0.80	0.75
0.00	0.50	0.00	0.55	0.00	0.63	0.99	0.67	0.90	0.77	0.87	0.80	0.78	0.86	0.78
0.00	0.50	0.95	0.57	0.94	0.66	0.89	0.72	0.82	0.80	0.77	0.86	0.70	0.88	0.62
0.00	0.50	0.97	0.59	0.95	0.67	0.93	0.75	0.87	0.82	0.80	0.87	0.74	0.92	0.65
0.00	0.50	0.96	0.59	0.93	0.68	0.86	0.73	0.80	0.85	0.75	0.87	0.68	0.91	0.58
0.00	0.50	0.88	0.61	0.82	0.69	0.74	0.76	0.58	0.61	0.57	0.80	0.46	0.72	0.50
0.00	0.50	0.79	0.20	0.93	0.78	0.91	0.54	0.78	0.58	0.66	0.62	0.75	0.56	0.82
0.00	0.50	0.00	0.56	0.85	0.44	0.91	0.55	0.86	0.51	0.78	0.46	0.85	0.56	0.79
0.00	0.50	0.92	0.53	0.90	0.49	0.89	0.48	0.83	0.47	0.80	0.46	0.84	0.47	0.82
0.00	0.50	0.00	0.54	0.98	0.50	0.98	0.50	0.94	0.48	0.00	0.51	0.98	0.49	0.98
0.00	0.50	0.74	0.44	0.71	0.44	0.85	0.30	0.87	0.54	0.63	0.39	0.75	0.58	0.73
0.00	0.50	0.82	0.48	0.88	0.51	0.81	0.68	0.83	0.50	0.82	0.54	0.90	0.28	0.86
0.00	0.50	0.75	0.48	0.81	0.51	0.79	0.51	0.79	0.51	0.83	0.50	0.86	0.48	0.83
0.00	0.50	0.86	0.50	0.83	0.48	0.82	0.47	0.89	0.54	0.84	0.55	0.82	0.58	0.80
0.00	0.50	0.84	0.55	0.89	0.52	0.83	0.54	0.80	0.50	0.90	0.56	0.80	0.52	0.81
0.00	0.50	0.80	0.49	0.84	0.52	0.76	0.48	0.75	0.06	0.85	0.46	0.79	0.49	0.77
0.00	0.50	0.75	0.55	0.65	0.53	0.67	0.50	0.79	0.49	0.79	0.51	0.67	0.52	0.76
0.00	0.50	0.99	0.51	0.97	0.67	0.92	0.68	0.87	0.74	0.87	0.76	0.78	0.80	0.72
0.00	0.50	0.99	0.58	0.95	0.68	0.90	0.74	0.86	0.82	0.79	0.87	0.70	0.92	0.63
0.00	0.50	1.00	0.61	0.96	0.74	0.88	0.81	0.77	0.89	0.68	0.94	0.55	0.92	0.47
0.00	0.50	0.97	0.60	0.98	0.70	0.90	0.78	0.78	0.85	0.71	0.92	0.57	0.95	0.53
0.00	0.50	0.97	0.64	0.90	0.76	0.79	0.87	0.67	0.90	0.55	0.95	0.40	0.95	0.30
0.00	0.50	0.95	0.68	0.84	0.81	0.72	0.97	0.48	0.90	0.39	0.88	0.37	0.74	0.21
0.00	0.50	0.65	0.55	0.62	0.59	0.06	0.67	0.56	0.63	0.53	0.61	0.48	0.56	0.47
0.00	0.50	0.79	0.32	0.00	0.68	0.88	0.50	0.91	0.60	0.75	0.36	0.83	0.53	0.85
0.00	0.50	0.92	0.57	0.86	0.53	0.83	0.54	0.62	0.56	0.72	0.60	0.75	0.56	0.72
0.00	0.50	0.97	0.56	0.93	0.51	0.93	0.51	0.88	0.50	0.92	0.55	0.92	0.52	0.91
0.00	0.50	0.94	0.52	0.90	0.59	1.00	0.65	0.95	0.46	0.94	0.49	0.95	0.37	0.95
0.00	0.50	0.87	0.51	0.99	0.55	0.88	0.56	0.87	0.45	0.98	0.51	0.99	0.50	0.98
0.00	0.50	0.74	0.60	0.53	0.41	0.81	0.51	0.73	0.48	0.78	0.51	0.72	0.64	0.86
0.00	0.50	0.80	0.57	0.85	0.43	0.93	0.43	0.90	0.51	0.75	0.51	0.84	0.48	0.90
0.00	0.50	0.92	0.48	0.93	0.46	0.91	0.50	0.87	0.46	0.86	0.43	0.87	0.44	0.89
0.00	0.50	0.94	0.46	0.92	0.54	0.92	0.52	0.89	0.49	0.89	0.47	0.91	0.45	0.84
0.00	0.50	0.87	0.43	0.77	0.58	0.86	0.55	0.85	0.44	0.83	0.38	0.94	0.40	0.87
0.00	0.50	0.73	0.56	0.79	0.50	0.78	0.53	0.74	0.43	0.76	0.51	0.82	0.42	0.84
0.00	0.50	0.94	0.64	0.86	0.71	0.81	0.82	0.69	0.95	0.55	0.98	0.40	0.95	0.32
0.00	0.50	0.97	0.65	0.90	0.78	0.80	0.86	0.63	0.96	0.52	0.98	0.38	0.98	0.22
0.00	0.50	0.94	0.65	0.87	0.79	0.67	0.79	0.53	0.00	0.45	0.96	0.19	0.86	0.15
0.00	0.50	0.92	0.64	0.85	0.74	0.75	0.84	0.61	0.93	0.46	0.93	0.32	0.89	0.24
0.00	0.50	0.00	0.41	0.00	0.32	0.45	0.03	0.00	0.48	0.75	0.16	0.67	0.15	0.24
0.00	0.50	0.00	0.27	0.00	0.00	0.86	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.00
0.00	0.50	0.06	0.50	0.45	0.44	0.50	0.44	0.57	0.53	0.06	0.47	0.50	0.50	0.48
0.50	0.50	0.50	0.50	0.50	0.50	0.00	0.00	0.50	0.50	0.00	0.00	0.50	0.50	0.50
0.00	0.50	0.49	0.46	0.50	0.50	0.50	0.50	0.56	0.37	0.27	0.31	0.50	0.50	0.33
0.00	0.50	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.29	0.00	0.00	0.00
0.00	0.50	0.00	0.07	0.00	0.61	0.93	0.30	0.00	0.44	0.00	0.68	0.00	0.54	0.00
0.00	0.50	0.08	0.03	0.00	0.63	0.48	0.00	0.00	0.00	0.72	0.00	0.50	0.50	0.00
0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.50	0.50	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0.14	0.00	0.50
0.50	0.50	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.50	0.50	0.50	0.50	0.00
0.50	0.50	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50
0.00	0.50	0.00	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.50	0.50	0.00	0.00	0.50	0.50	0.00	0.00	0.00	0.31	0.50	0.50	0.50	0.50	0.50
0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50
0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00
0.00	0.50	0.86	0.49	0.71	0.38	0.99	0.45	1.00	0.45	0.00	0.45	0.79	0.00	0.92
0.00	0.50	0.83	0.00	0.00	0.00	0.00	0.16	0.90	0.30	0.00	0.00	0.00	0.05	0.00
0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.50	0.50	0.50
0.00	0.50	0.00	0.51	1.00	0.52	0.99	0.54	0.81	0.00	0.96	0.56	0.94	0.77	0.90
0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.43	0.50	0.50	0.00	0.00	0.00	0.00	0.59
0.00	0.50	0.18	0.00	0.00	0.91	0.00	0.00	0.00	0.38	0.00	0.98	0.00	0.31	0.00
0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50
0.00	0.50	0.97	0.49	0.00	0.63	0.32	0.68	0.85	0.18	0.00	0.48	0.35	0.50	0.23
0.00	0.50	0.50	0.50	0.00	0.76	0.50	0.50	0.55	0.00	0.50	0.50	0.50	0.50	0.00
0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0.00
0.00	0.50	0.16	0.00	0.00	0.00	0.00	0.82	0.52	0.00	0.00	0.00	0.00	0.00	0.94
0.00	0.50	0.54	0.40	0.00	0.00	0.00	0.00	0.86	0.74	0.09	0.19	0.00	0.00	0.00
0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.00	0.00	0.41	0.00
0.00	0.50	0.59	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.50	0.50	0.19
0.00	0.50	0.51	0.32	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.56
0.00	0.50	0.82	0.00	0.60	0.00	0.00	0.00	0.94	0.65	0.17	0.00	0.47	0.79	0.51
0.00	0.50	0.92	0.55	0.00	0.70	0.00	0.00	0.83	0.54	0.00	0.64	0.00	0.80	0.00
0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.00
0.00	0.50	0.85	0.69	0.50	0.50	0.34	0.85	0.50	0.50	0.50	0.50	0.50	0.50	0.60
0.50	0.50	0.00	0.00	0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.00	0.50
0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.50	0.84	0.41	0.91	0.61	0.73	0.66	0.63	0.79	0.00	0.42	0.51	0.72	0.51
0.00	0.50	0.70	0.47	0.99	0.52	0.00	0.00	0.68	0.58	0.77	0.57	0.81	0.09	0.79
0.00	0.50	0.86	0.48	0.95	0.52	0.00	0.86	0.83	0.47	0.74	0.42	0.91	0.55	0.78
0.00	0.50	0.71	0.56	0.68	0.56	0.62	0.64	0.48	0.72	0.52	0.68	0.40	0.67	0.43
0.00	0.50	0.92	0.46	0.34	0.10	0.46	0.22	0.90	0.52	0.95	0.50	0.41	0.82	0.40
0.00	0.50	0.23	0.57	0.33	0.87	0.76	0.43	0.66	0.47	0.60	0.42	0.74	0.54	0.78
0.00	0.50	0.90	0.58	0.50	0.50	0.78	0.53	0.70	0.00	0.69	1.00	0.49	0.77	0.62
0.00	0.50	0.00	0.00	0.50	0.50	0.75	0.11	0.80	0.66	0.00	0.29	0.50	0.50	0.50
0.00	0.50	0.00	0.00	0.50	0.50	0.89	0.00	0.90	0.78	0.29	0.03	0.50	0.50	0.50
0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50
0.00	0.50	0.64	0.34	0.50	0.50	0.84	0.00	0.65	0.98	0.82	0.53	0.67	0.08	0.50
0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.50	0.81	0.00	0.50	0.50	0.50
0.00	0.50	0.55	0.55	0.50	0.50	0.50	0.50	0.77	0.91	0.66	0.00	0.50	0.50	0.50
0.00	0.50	0.83	0.19	0.50	0.50	0.50	0.50	0.89	0.00	0.00	0.36	0.50	0.50	0.50
0.00	0.50	0.71	0.20	0.50	0.50	0.00	0.00	0.95	0.00	0.72	0.82	0.50	0.50	0.50
0.00	0.50	0.96	0.91	0.14	0.00	0.30	0.78	0.53	0.65	0.41	0.45	0.48	0.46	0.51
0.00	0.50	0.00	0.43	0.00	0.52	0.79	0.49	0.83	0.51	0.93	0.48	0.86	0.50	0.84
0.00	0.50	0.70	0.76	0.11	0.56	0.42	0.12	0.83	0.51	0.91	0.70	0.16	0.65	0.33
